seq6621	seq2715	1
seq4477	seq66	0
seq4903	seq5944	0
seq8141	seq1872	0
seq8559	seq3968	0
seq4850	seq1920	0
seq3750	seq4498	0
seq8575	seq952	0
seq6589	seq218	1
seq197	seq645	0
seq10275	seq1369	1
seq9661	seq4507	1
seq3673	seq8178	1
seq6875	seq599	0
seq9177	seq5232	0
seq560	seq9417	0
seq3198	seq6276	0
seq5101	seq8571	1
seq9518	seq9104	0
seq7711	seq10164	1
seq7221	seq9329	0
seq6861	seq6417	1
seq3305	seq4562	0
seq2622	seq9277	0
seq9096	seq1560	0
seq3918	seq9360	1
seq9140	seq9395	1
seq2872	seq512	1
seq9428	seq6565	1
seq3136	seq4437	0
seq8101	seq3720	1
seq1804	seq3537	0
seq8697	seq8882	0
seq4638	seq9103	0
seq3203	seq9995	1
seq4974	seq8323	0
seq6297	seq3235	0
seq4665	seq45	0
seq8181	seq9562	1
seq8989	seq10266	1
seq3405	seq8521	0
seq4472	seq2295	1
seq7514	seq9881	0
seq9402	seq8868	1
seq7447	seq425	1
seq2905	seq4437	0
seq6591	seq9728	0
seq4606	seq1713	1
seq5859	seq5108	0
seq185	seq6118	1
seq9844	seq2135	1
seq9743	seq1830	0
seq8079	seq8203	1
seq878	seq2928	1
seq2318	seq5388	1
seq2890	seq4219	0
seq7920	seq3909	1
seq3418	seq7387	0
seq6678	seq7967	1
seq9490	seq3251	1
seq8781	seq8731	1
seq10261	seq1689	0
seq449	seq6713	0
seq9354	seq2122	1
seq8402	seq9710	0
seq8804	seq8747	0
seq7130	seq3401	0
seq3305	seq5257	0
seq1349	seq3369	1
seq4397	seq7674	1
seq6192	seq4897	1
seq6875	seq1068	0
seq3317	seq7486	1
seq2119	seq363	1
seq3067	seq6	1
seq2073	seq8856	0
seq8092	seq3028	0
seq9078	seq2164	0
seq4800	seq9641	1
seq6481	seq3654	1
seq4128	seq2497	0
seq6870	seq10133	0
seq7201	seq9152	1
seq1989	seq3758	1
seq8519	seq2664	0
seq2084	seq2003	1
seq3555	seq6286	1
seq9485	seq2176	1
seq6742	seq146	1
seq6427	seq7091	0
seq3459	seq6019	1
seq10039	seq3926	1
seq9157	seq134	1
seq1700	seq9193	1
seq10048	seq6933	1
seq8437	seq9850	0
seq4111	seq8344	0
seq4662	seq3573	1
seq9180	seq5893	0
seq6500	seq7352	0
seq8898	seq8549	1
seq8234	seq4288	1
seq5	seq8501	1
seq494	seq3858	0
seq9287	seq6595	1
seq9658	seq8089	1
seq8996	seq62	0
seq4353	seq4859	0
seq4559	seq2696	1
seq134	seq7837	1
seq6772	seq3387	1
seq6349	seq7960	1
seq2295	seq3473	0
seq2018	seq1374	1
seq8732	seq1502	1
seq2287	seq4726	1
seq4285	seq2950	0
seq5829	seq188	1
seq7805	seq4562	0
seq6271	seq4362	0
seq8289	seq3091	0
seq933	seq5497	0
seq4141	seq2989	0
seq8335	seq6570	1
seq8161	seq5093	1
seq623	seq6197	0
seq8954	seq2287	1
seq701	seq9316	1
seq3300	seq8473	1
seq4312	seq5019	1
seq9678	seq3624	1
seq8933	seq6276	0
seq9181	seq3464	0
seq8900	seq3852	0
seq7161	seq8158	1
seq3431	seq10120	0
seq2282	seq3570	0
seq7776	seq4646	0
seq7254	seq10196	1
seq7499	seq9695	1
seq1224	seq1277	0
seq4279	seq8856	1
seq3079	seq7372	0
seq434	seq8570	0
seq5748	seq2169	0
seq1586	seq8882	0
seq4556	seq1031	1
seq858	seq6537	1
seq6516	seq1124	0
seq5193	seq7786	1
seq7939	seq3537	0
seq7498	seq2870	1
seq723	seq2682	1
seq5487	seq9816	0
seq2845	seq1345	0
seq4752	seq4294	0
seq409	seq3028	0
seq8234	seq3444	1
seq5401	seq9943	0
seq900	seq9236	1
seq466	seq684	0
seq4692	seq10198	1
seq8304	seq5127	0
seq6858	seq5213	0
seq8683	seq9523	1
seq7956	seq9954	1
seq2952	seq855	1
seq2874	seq9152	1
seq3620	seq7154	0
seq328	seq5407	0
seq8567	seq6689	1
seq7461	seq7596	1
seq8543	seq953	0
seq8037	seq7575	1
seq9871	seq7638	1
seq922	seq5223	1
seq4798	seq2953	1
seq2692	seq7670	0
seq8315	seq5641	1
seq2877	seq947	0
seq372	seq658	0
seq69	seq4253	1
seq8911	seq6030	1
seq8746	seq2051	0
seq3753	seq6284	1
seq2573	seq6987	1
seq9155	seq297	0
seq183	seq9474	1
seq4950	seq6672	1
seq9078	seq8235	0
seq8720	seq2939	1
seq7748	seq6167	0
seq7152	seq7352	0
seq723	seq8358	1
seq4628	seq5317	0
seq911	seq599	0
seq10031	seq1185	0
seq3157	seq6024	1
seq2271	seq8521	0
seq4257	seq2755	1
seq873	seq9224	0
seq9053	seq4003	0
seq532	seq947	0
seq4045	seq1279	0
seq4827	seq7441	0
